         194         509           0   12.000000000000000     
 -0.383340502852135D-01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.383340502852135D-01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.114512562597230D+00 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.189718154399878D+00 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.263963257809189D+00 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.337260146164386D+00 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.409620936056780D+00 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.481057589332746D+00 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.551581915071112D+00 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.621205571535301D+00 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.689940068100540D+00 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.757796767156457D+00 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.824786885985374D+00 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.890921498616632D+00 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.956211537657203D+00 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.102066779609895D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.108430092910281D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.114712145576016D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.120913976083172D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.127036609646426D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.133081058388533D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.139048321507642D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.144939385442469D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.150755224035366D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.156496798693302D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.162165058546796D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.167760940606812D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.173285369919660D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.178739259719907D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.184123511581348D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.189439015566042D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.194686650371445D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.199867283475669D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.204981771280882D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.210030959254878D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.215015682070840D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.219936763745319D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.224795017774453D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.229591247268438D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.234326245084297D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.239000793956942D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.243615666628565D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.248171625976383D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.252669425138744D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.257109807639629D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.261493507511563D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.265821249416958D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.270093748767901D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.274311711844421D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.278475835911247D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.282586809333061D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.286645311688303D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.290652013881501D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.294607578254183D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.298512658694364D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.302367900744643D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.306173941708913D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.309931410757716D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.313640929032245D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.317303109747032D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.320918558291307D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.324487872329086D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.328011641897958D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.331490449506633D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.334924870231227D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.338315471810337D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.341662814738881D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.344967452360762D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.348229930960338D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.351450789852725D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.354630561472950D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.357769771463973D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.360868938763573D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.363928575690136D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.366949188027346D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.369931275107794D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
  0.372875329895524D+01 -0.666666666759630D-03  0.000000000000000D+00  0.000000000000000D+00
